id,state_id,state,district_id,district,city_id,city,loc_id,locality,subloc_id,sublocality,alt_name,pincode,latitude1,longitude1,latitude2,longitude2
3799,21,Maharashtra,179,Thane,192,Kalyan,12681,Kalyan East,24571,Shivaji Colony,,421306,19.2294,73.137511,19.204558,73.109543
3800,21,Maharashtra,179,Thane,192,Kalyan,12681,Kalyan East,24572,Lokgram,,421306,19.228232,73.127364,19.204558,73.109543
3801,21,Maharashtra,179,Thane,192,Kalyan,12681,Kalyan East,24573,Phase 3,,421306,19.226733,73.130635,19.204558,73.109543
3802,21,Maharashtra,179,Thane,192,Kalyan,12681,Kalyan East,24574,Nandivali Gaon,,421306,19.215163,73.128228,19.204558,73.109543
3803,21,Maharashtra,179,Thane,192,Kalyan,12682,Hanuman Nagar,24575,Katemanivali,,421306,19.224864,73.145933,19.204558,73.109543
3804,21,Maharashtra,179,Thane,192,Kalyan,12682,Hanuman Nagar,24576,Dnyandeep Colony,,421306,19.225887,73.147555,19.204558,73.109543
3805,21,Maharashtra,179,Thane,192,Kalyan,12682,Hanuman Nagar,24577,Pandurang Nagar,,421306,19.224864,73.146587,19.204558,73.109543
3806,21,Maharashtra,179,Thane,192,Kalyan,12682,Hanuman Nagar,24578,Neelkanthnagar,,421306,19.220032,73.144236,19.204558,73.109543
3807,21,Maharashtra,179,Thane,192,Kalyan,12683,Chinchpada Gaon,24579,Amrai,,421306,19.216986,73.1375,19.204558,73.109543
3808,21,Maharashtra,179,Thane,192,Kalyan,12683,Chinchpada Gaon,24580,Sai Prasanna Colony,,421306,19.213458,73.141069,19.204558,73.109543
3809,21,Maharashtra,179,Thane,192,Kalyan,12687,Santosh Nagar,24581,Tisgao Naka,,421306,19.223676,73.133197,19.204558,73.109543
3810,21,Maharashtra,179,Thane,192,Kalyan,12688,Gopal krishna Nagar,24582,Jalaram Colony,,421306,19.221354,73.128293,19.204558,73.109543
3811,21,Maharashtra,161,Amravati,184,Amravati,12689,Belora Hirapur,24583,Belora,,444701,20.816797,77.701932,20.924425,77.755215
3812,21,Maharashtra,161,Amravati,184,Amravati,12693,Badnera,24584,Juni Basti,,444607,20.867843,77.730714,20.924425,77.755215
